action_0,...,action_71
-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
-9.988954123211829517e-01,-9.999999939085543188e-01,-9.999999889990226487e-01,-9.999996579611484249e-01,-9.999999999943085527e-01,-1.000000000000000000e+00,-9.999999999999737987e-01,-9.999999983045456675e-01,-9.999998684367321644e-01,-9.729417541650190460e-01,-9.999997419975147350e-01,-9.998880486413856961e-01,-9.999159253619545051e-01,-9.999997689233011133e-01,-9.999989216299555173e-01,-9.786833451079159918e-01,-9.999948709585296802e-01,-9.999999732618035653e-01,-9.354297545938723424e-01,-9.999999999144236762e-01,-9.999510441599309685e-01,-9.999999866191282560e-01,-9.999996578052086083e-01,-9.999582795647834477e-01,-8.748011992433928352e-01,-9.989954972375622022e-01,-9.999999526616539791e-01,-9.132201444793345280e-01,-9.999999995616056792e-01,-9.999999990729263599e-01,-9.999999994666508574e-01,-9.999999956797792633e-01,-9.993592592654181317e-01,-8.267463966409523968e-01,-9.999999999984560128e-01,-9.999727262506816761e-01,-9.025659823190298470e-01,-9.999994846951493210e-01,-9.999999260717472582e-01,-9.999999999980361265e-01,-9.999999859365700239e-01,-9.999602215404236327e-01,-8.046086598565370673e-01,-9.999999858423237464e-01,-9.999999969919132203e-01,-9.473431981393267698e-01,-9.999999974527248314e-01,-9.999999998785945587e-01,-9.999981889140081570e-01,-9.999999998724951045e-01,-9.999921499596133856e-01,-8.793656170097435831e-01,-9.999998764226718517e-01,-9.999999888459174535e-01,-9.208279489096669046e-01,-9.999889062103108905e-01,-9.999475179983339235e-01,-9.994163237182989157e-01,-9.997549824177046629e-01,-9.999898313089736757e-01,-9.487043576450377991e-01,-9.975667416526636799e-01,-9.999969772672030466e-01,-9.996374458602077517e-01,-9.999999999917498217e-01,-9.999999999776225668e-01,-9.999999294058720123e-01,-9.999999998337093521e-01,-1.000000000000000000e+00,-9.999999999999885647e-01,-9.999999999519145755e-01,-9.999999809908093340e-01
-9.975558428190071103e-01,-9.999999842867065558e-01,-9.999999715373127929e-01,-9.999991572497256564e-01,-9.999999999839788156e-01,-1.000000000000000000e+00,-9.999999999999147349e-01,-9.999999956070702023e-01,-9.999996761078026042e-01,-9.427318030737207311e-01,-9.999993678462598679e-01,-9.997445691548328961e-01,-9.998051988412672841e-01,-9.999994366551705482e-01,-9.999971458500162003e-01,-9.550564386563715757e-01,-9.999878125662988726e-01,-9.999999326398761879e-01,-8.680340844001239731e-01,-9.999999997697640586e-01,-9.998850664726295356e-01,-9.999999661287177766e-01,-9.999991702287260864e-01,-9.998958493089200594e-01,-7.614333228403911136e-01,-9.977812532095547970e-01,-9.999998817972339804e-01,-8.256324077106164117e-01,-9.999999987710744831e-01,-9.999999975858266943e-01,-9.999999985673526659e-01,-9.999999887237772667e-01,-9.984843810719375989e-01,-6.699590592002822032e-01,-9.999999999956378227e-01,-9.999383575746961794e-01,-8.051374168767932993e-01,-9.999987554086260388e-01,-9.999998167096429968e-01,-9.999999999946863616e-01,-9.999999634090717127e-01,-9.999021286509071071e-01,-6.237054741498622157e-01,-9.999999650135402707e-01,-9.999999924625385672e-01,-8.915736761076036299e-01,-9.999999935025474240e-01,-9.999999996867414698e-01,-9.999956914663770124e-01,-9.999999996506070410e-01,-9.999798512796715944e-01,-7.709075580700124330e-01,-9.999996939339721447e-01,-9.999999719209907711e-01,-8.398970066129639589e-01,-9.999738736884035140e-01,-9.998776180068055242e-01,-9.986909599526727632e-01,-9.994392272682465217e-01,-9.999737951683838055e-01,-8.951037970264938970e-01,-9.946496400748522371e-01,-9.999926563718727346e-01,-9.991821848103789039e-01,-9.999999999773286907e-01,-9.999999999399904471e-01,-9.999998234062014157e-01,-9.999999995589016200e-01,-1.000000000000000000e+00,-9.999999999999628075e-01,-9.999999998743557272e-01,-9.999999532759342724e-01
-9.959509434146457396e-01,-9.999999696689908513e-01,-9.999999449097453086e-01,-9.999984461582872575e-01,-9.999999999662724237e-01,-1.000000000000000000e+00,-9.999999999997933875e-01,-9.999999914823018976e-01,-9.999994031297159136e-01,-9.093107903084323151e-01,-9.999988407140653068e-01,-9.995637818565682453e-01,-9.996622863614820220e-01,-9.999989719205929495e-01,-9.999943594734157504e-01,-9.292461958433797520e-01,-9.999783255464035348e-01,-9.999998730108228262e-01,-7.980688088011615999e-01,-9.999999995365627115e-01,-9.997981170396263995e-01,-9.999999358334926702e-01,-9.999984937939521146e-01,-9.998058625302895797e-01,-6.599316305222325818e-01,-9.963316790699637826e-01,-9.999997791070076580e-01,-7.375519437399005174e-01,-9.999999974253885870e-01,-9.999999952956800664e-01,-9.999999971214663663e-01,-9.999999779810039291e-01,-9.973231034427382236e-01,-5.292202848548956950e-01,-9.999999999907820403e-01,-9.998956631645050663e-01,-7.080619640804721726e-01,-9.999977497383907288e-01,-9.999996598859738350e-01,-9.999999999892397184e-01,-9.999999287873756471e-01,-9.998201922005935938e-01,-4.580281920672606422e-01,-9.999999352695697619e-01,-9.999999858597213853e-01,-8.328597306134338796e-01,-9.999999875955364326e-01,-9.999999993949014732e-01,-9.999923273183286554e-01,-9.999999992839611052e-01,-9.999613848730531940e-01,-6.746266604644937104e-01,-9.999994326963772551e-01,-9.999999470912933619e-01,-7.575291966250956577e-01,-9.999539514313693367e-01,-9.997864545818324622e-01,-9.978031751362738122e-01,-9.990396082441164172e-01,-9.999495766636218308e-01,-8.398330349681313312e-01,-9.911988280900907444e-01,-9.999866499777105844e-01,-9.986190241332258966e-01,-9.999999999533882855e-01,-9.999999998795738865e-01,-9.999996694692628862e-01,-9.999999991245193121e-01,-1.000000000000000000e+00,-9.999999999999089617e-01,-9.999999997542353691e-01,-9.999999140078872362e-01
-9.940478932219110053e-01,-9.999999480751000647e-01,-9.999999054581081293e-01,-9.999974590540046115e-01,-9.999999999370650094e-01,-1.000000000000000000e+00,-9.999999999995564659e-01,-9.999999853517272941e-01,-9.999990241806127056e-01,-8.726431419578506432e-01,-9.999981140775543453e-01,-9.993391286911611493e-01,-9.994808025225453418e-01,-9.999983354012186298e-01,-9.999901350981630355e-01,-9.014260032502406927e-01,-9.999658067594912048e-01,-9.999997876657841234e-01,-7.258086764324869211e-01,-9.999999991728140136e-01,-9.996855441566978584e-01,-9.999998921770839599e-01,-9.999975742404820789e-01,-9.996797517004796241e-01,-5.702004892834576788e-01,-9.946194551549012441e-01,-9.999996338387752148e-01,-6.492900658918124845e-01,-9.999999952222907718e-01,-9.999999918699012946e-01,-9.999999948725201149e-01,-9.999999618755205377e-01,-9.958158868898686622e-01,-4.040244716687225734e-01,-9.999999999827321462e-01,-9.998432472932833326e-01,-6.116765065596222462e-01,-9.999963902320989639e-01,-9.999994401630059038e-01,-9.999999999806709061e-01,-9.999998771321322311e-01,-9.997076499384501824e-01,-3.080924428523859060e-01,-9.999998937292267076e-01,-9.999999764611455788e-01,-7.713927779365602477e-01,-9.999999789923809113e-01,-9.999999989629395625e-01,-9.999878776022844695e-01,-9.999999986992594847e-01,-9.999345064908018443e-01,-5.903800571872870329e-01,-9.999990673118358542e-01,-9.999999115564178753e-01,-6.740520377696315180e-01,-9.999280069782062741e-01,-9.996695353781782645e-01,-9.967303901913945330e-01,-9.985412588527863287e-01,-9.999141358170163807e-01,-7.835705363565372839e-01,-9.871631899871354809e-01,-9.999784766396833113e-01,-9.979309928414014097e-01,-9.999999999150197549e-01,-9.999999997856586775e-01,-9.999994513768060145e-01,-9.999999984590181024e-01,-1.000000000000000000e+00,-9.999999999998032685e-01,-9.999999995734796254e-01,-9.999998595525093625e-01
-9.918113253571863019e-01,-9.999999168489902557e-01,-9.999998482745940942e-01,-9.999961131412289372e-01,-9.999999998902135978e-01,-1.000000000000000000e+00,-9.999999999991114885e-01,-9.999999764342826225e-01,-9.999985071958911176e-01,-8.327186409313838134e-01,-9.999971295077318967e-01,-9.990632003062662747e-01,-9.992534183025144623e-01,-9.999974779311922024e-01,-9.999838961385394409e-01,-8.718144484930911986e-01,-9.999495312606042630e-01,-9.999996678788155569e-01,-6.515451134632715968e-01,-9.999999986191588919e-01,-9.995418996415731394e-01,-9.999998304985034947e-01,-9.999963442006752912e-01,-9.995069074512681340e-01,-4.920245823133312379e-01,-9.926155455005445383e-01,-9.999994321511349593e-01,-5.611523534910602962e-01,-9.999999917170793173e-01,-9.999999868568566486e-01,-9.999999914597382800e-01,-9.999999382670895498e-01,-9.938956506010048209e-01,-2.937901762247910886e-01,-9.999999999697556374e-01,-9.997795318978460744e-01,-5.163053439303215697e-01,-9.999945812455469651e-01,-9.999991378463892744e-01,-9.999999999675143192e-01,-9.999998017782519844e-01,-9.995563163270624329e-01,-1.741980278026176165e-01,-9.999998367136352373e-01,-9.999999633274546662e-01,-7.073859596987699394e-01,-9.999999667130852199e-01,-9.999999983366997247e-01,-9.999820779612413890e-01,-9.999999977909268534e-01,-9.998963179125550660e-01,-5.178945662223675139e-01,-9.999985654630639820e-01,-9.999998616646424976e-01,-5.897960954254894972e-01,-9.998946984445088448e-01,-9.995216392387015203e-01,-9.954481463374861283e-01,-9.979274252679902757e-01,-9.998635238868145425e-01,-7.270243177624671205e-01,-9.824907836531864280e-01,-9.999675414724801259e-01,-9.970992068136009800e-01,-9.999999998550969105e-01,-9.999999996431300220e-01,-9.999991482811355636e-01,-9.999999974629899535e-01,-1.000000000000000000e+00,-9.999999999996028732e-01,-9.999999993073118709e-01,-9.999997852957699385e-01
-9.892032643253707569e-01,-9.999998724523810889e-01,-9.999997668224398506e-01,-9.999943045680044218e-01,-9.999999998166568815e-01,-1.000000000000000000e+00,-9.999999999982988053e-01,-9.999999636825868121e-01,-9.999978117848904446e-01,-7.895537604667097753e-01,-9.999958140104548976e-01,-9.987276600357818390e-01,-9.989717639833849416e-01,-9.999963383346324175e-01,-9.999748729594866159e-01,-8.406728295481905588e-01,-9.999286318132671880e-01,-9.999995023701626629e-01,-5.755838734441561799e-01,-9.999999977923894612e-01,-9.993608357617187465e-01,-9.999997447265143169e-01,-9.999947204353017982e-01,-9.992743217545503320e-01,-4.250812221142545866e-01,-9.902892286006803602e-01,-9.999991563290703267e-01,-4.734369326308016657e-01,-9.999999862623332181e-01,-9.999999796475342873e-01,-9.999999863798195721e-01,-9.999999042704712515e-01,-9.914876512645663942e-01,-1.978720674150981074e-01,-9.999999999492816816e-01,-9.997027377766239953e-01,-4.222586282875070429e-01,-9.999922052263860994e-01,-9.999987279516080463e-01,-9.999999999476913981e-01,-9.999996937995337953e-01,-9.993563804667585648e-01,-5.643866166344668756e-02,-9.999997595489658053e-01,-9.999999452435760494e-01,-6.410725631129645663e-01,-9.999999494666568234e-01,-9.999999974435589412e-01,-9.999746105233817683e-01,-9.999999964082607606e-01,-9.998431141418190338e-01,-4.567813363455623943e-01,-9.999978862613861930e-01,-9.999997926816799332e-01,-5.050926233856325442e-01,-9.998524432085852398e-01,-9.993367276368289032e-01,-9.939300873179991447e-01,-9.971793172863337995e-01,-9.997926637184376686e-01,-6.709168895132884280e-01,-9.771293131952951683e-01,-9.999531134668677712e-01,-9.961027315134448612e-01,-9.999999997633622906e-01,-9.999999994308284013e-01,-9.999987335499216368e-01,-9.999999959993506327e-01,-1.000000000000000000e+00,-9.999999999992338351e-01,-9.999999989219887642e-01,-9.999996854074838515e-01
-9.861830757901289823e-01,-9.999998102008543777e-01,-9.999996524528528274e-01,-9.999919037620055295e-01,-9.999999997031451260e-01,-1.000000000000000000e+00,-9.999999999968468556e-01,-9.999999457008235115e-01,-9.999968873154051474e-01,-7.431927367938379048e-01,-9.999940768435364724e-01,-9.983231651745085866e-01,-9.986263278451421588e-01,-9.999948408418779522e-01,-9.999620483368498736e-01,-8.083014759999893606e-01,-9.999020755863904375e-01,-9.999992766415037870e-01,-4.982426251188926125e-01,-9.999999965767112364e-01,-9.991349936810607346e-01,-9.999996269975452989e-01,-9.999926005549409913e-01,-9.989661966708870411e-01,-3.689534286887296011e-01,-9.876081458760208598e-01,-9.999987838212176516e-01,-3.864329439805093136e-01,-9.999999779244140852e-01,-9.999999694259276151e-01,-9.999999789358900992e-01,-9.999998560222014277e-01,-9.885095353796955475e-01,-1.155726062294717416e-01,-9.999999999175286369e-01,-9.996108643452646936e-01,-3.298310464964151478e-01,-9.999891183316728105e-01,-9.999981789467691229e-01,-9.999999999182742627e-01,-9.999995413239528563e-01,-9.990961952963705039e-01,4.528529741684095278e-02,-9.999996563248513270e-01,-9.999999206455122414e-01,-5.727042838558622506e-01,-9.999999255620508620e-01,-9.999999961866770093e-01,-9.999650946788075645e-01,-9.999999943378821143e-01,-9.997702039502270877e-01,-4.065513262521122106e-01,-9.999969782452987621e-01,-9.999996985023869023e-01,-4.202713236260190444e-01,-9.997993829896870688e-01,-9.991078494769154439e-01,-9.921479603169763850e-01,-9.962759590412781918e-01,-9.996950896798179054e-01,-6.159697937697237169e-01,-9.710266502914134401e-01,-9.999342989818386096e-01,-9.949184433386134563e-01,-9.999999996251639489e-01,-9.999999991193374571e-01,-9.999981733569344167e-01,-9.999999938803509902e-01,-1.000000000000000000e+00,-9.999999999985691446e-01,-9.999999983718274033e-01,-9.999995525531614193e-01
-9.827074307405563314e-01,-9.999997239279690975e-01,-9.999994937926810490e-01,-9.999887498649402406e-01,-9.999999995304553746e-01,-1.000000000000000000e+00,-9.999999999942997819e-01,-9.999999206394148965e-01,-9.999956706038920506e-01,-6.937083650710725857e-01,-9.999918057206096389e-01,-9.978392860352887084e-01,-9.982063513427417156e-01,-9.999928920121157194e-01,-9.999440902393558206e-01,-7.750349552980863033e-01,-9.998686377443966045e-01,-9.999989721557962508e-01,-4.198485131332490017e-01,-9.999999948120457116e-01,-9.988558834779047713e-01,-9.999994671798138057e-01,-9.999898591434738249e-01,-9.985635216115457125e-01,-3.231434462039377564e-01,-9.845383693926339497e-01,-9.999982860625680203e-01,-3.004192061862378527e-01,-9.999999653685660572e-01,-9.999999551050799962e-01,-9.999999681696715159e-01,-9.999997883809471633e-01,-9.848715957874119020e-01,-4.615330186492561104e-02,-9.999999998689765857e-01,-9.995016679004783411e-01,-2.393007503494649635e-01,-9.999851452757156922e-01,-9.999974512287300721e-01,-9.999999998751641916e-01,-9.999993286621531308e-01,-9.987620623256738828e-01,1.312516281935089957e-01,-9.999995195993909292e-01,-9.999998875292762657e-01,-5.025493605138849906e-01,-9.999998927957909345e-01,-9.999999944375869143e-01,-9.999530765136279697e-01,-9.999999912798971380e-01,-9.996717012682757586e-01,-3.666312116951987443e-01,-9.999957769648144534e-01,-9.999995712926021962e-01,-3.356582470279451114e-01,-9.997333450629950491e-01,-9.988270393692167959e-01,-9.900716379192262551e-01,-9.951940414142296243e-01,-9.995626427902487565e-01,-5.628882055345603153e-01,-9.641314018521943696e-01,-9.999100108937614140e-01,-9.935208908545090090e-01,-9.999999994197182884e-01,-9.999999986680190300e-01,-9.999974249699145057e-01,-9.999999908504555446e-01,-1.000000000000000000e+00,-9.999999999973938625e-01,-9.999999975953137721e-01,-9.999993775435651600e-01
-9.787302862900543188e-01,-9.999996055594495559e-01,-9.999992759716698210e-01,-9.999846441164078614e-01,-9.999999992708998864e-01,-1.000000000000000000e+00,-9.999999999898998571e-01,-9.999998860604518702e-01,-9.999940831390832230e-01,-6.412025068555305962e-01,-9.999888622989432374e-01,-9.972644234027633336e-01,-9.976997216733102247e-01,-9.999903770793868718e-01,-9.999192697065801827e-01,-7.412362757429610260e-01,-9.998268716280545032e-01,-9.999985653292132737e-01,-3.407357242701307687e-01,-9.999999922784412743e-01,-9.985137559480634639e-01,-9.999992522827862995e-01,-9.999863431886094611e-01,-9.980436239197491011e-01,-2.870863917435769741e-01,-9.810444904337851657e-01,-9.999976270398827083e-01,-2.156630789702820294e-01,-9.999999467018156896e-01,-9.999999352449711054e-01,-9.999999527717754466e-01,-9.999996945442095608e-01,-9.804772619366354247e-01,1.115458378129385864e-02,-9.999999997956255937e-01,-9.993726383536957192e-01,-1.509285308528725000e-01,-9.999800732914444490e-01,-9.999964952823948705e-01,-9.999999998126566370e-01,-9.999990352033463203e-01,-9.983380173154944304e-01,2.018990560876809948e-01,-9.999993400399606047e-01,-9.999998433379523322e-01,-4.308906094992499547e-01,-9.999998483106556924e-01,-9.999999920266751108e-01,-9.999380167449684054e-01,-9.999999868156834726e-01,-9.995402852206269895e-01,-3.363793431696249225e-01,-9.999942020763574746e-01,-9.999994010456693116e-01,-2.515738534859522924e-01,-9.996517993660821721e-01,-9.984852096299832169e-01,-9.876691635403334057e-01,-9.939077783952681155e-01,-9.993851169321159578e-01,-5.123460545544715750e-01,-9.563935209134848403e-01,-9.998789328364942053e-01,-9.918821574001474017e-01,-9.999999991177305203e-01,-9.999999980210558803e-01,-9.999964346788933200e-01,-9.999999865638737884e-01,-1.000000000000000000e+00,-9.999999999953472773e-01,-9.999999965100279109e-01,-9.999991489096464736e-01
